,ID,IMG,CATEGORY,CODE
0,0,000271d4-f505-4c63-8c18-4e29831808ee.jpg,label,11
1,1,0015465a-be3e-4cac-9594-8b4a318eea66.jpg,label,11
2,2,007fecf9-46d8-48a9-b4de-e73bdb84d0d8.jpg,label,11
3,3,00872902-591a-4b9f-b98e-fb3e56ecb97d.jpg,label,11
4,4,008db79b-6bff-4e88-ab3d-96f51de585ab.jpg,label,11
5,5,00b0cf65-d27f-44f8-96b4-60fbabbc31dc.jpg,label,11
6,6,00c9b0b8-6620-4512-81b3-794209354a06.jpg,label,11
7,7,018a487f-659c-4f29-a286-8007ba36050b.jpg,label,11
8,8,01b90772-dec9-434d-919e-c2c1edd3da10.jpg,label,11
9,9,02772db5-ff6a-4038-afe8-3140112ade38.jpg,label,11
10,10,02ce276f-d1c6-403d-b6cb-1ea7d7a2a0cd.jpg,label,11
11,11,02d7144b-3534-44e1-ab8f-d2b303736113.jpg,label,11
12,12,02fd14cd-88bb-44f4-9818-96b9d678a706.jpg,label,11
13,13,034f979c-8ffd-4ba9-baa9-15a9737afa1b.jpg,label,11
14,14,03999cc7-84a0-469f-b7a3-7026431c833e.jpg,label,11
15,15,03da1761-2251-40e4-b954-c94a53e89fa6.jpg,label,11
16,16,03e32288-86f4-422a-ba4f-86afefb44f1b.jpg,label,11
17,17,03e7c13e-90a6-42d6-94e2-3c2c9cadbac3.jpg,label,11
18,18,0414b3b6-e789-45c7-b18e-ffd0e338803d.jpg,label,11
19,19,04322c4e-a901-45c6-a389-1bc01f7daf80.jpg,label,11
20,20,0438881c-98e7-493a-94b9-2063ba0f6db4.jpg,label,11
21,21,05464845-ae9e-42af-9cf8-6b1f34825789.jpg,label,11
22,22,05f9443a-a257-41ff-beff-495a6e07d420.jpg,label,11
23,23,05fe0f3e-779d-454d-9800-5ebceff0c728.jpg,label,11
24,24,0694a936-219c-46c7-8c5c-326f61dd03a2.jpg,label,11
25,25,06e7ede4-2f3e-48db-b466-29397514e6f9.jpg,label,11
26,26,076ed6b1-b71c-46fb-bb5c-3b33504f1cb5.jpg,label,11
27,27,07cfe5ff-f849-4d91-9abe-61a9f8011a98.jpg,label,11
28,28,07d415a4-4973-4c8c-9a55-08c12e1fdd90.jpg,label,11
29,29,080c7f00-a0d7-43e3-861a-b11e57f21d5b.jpg,label,11
30,30,084158d0-def7-4217-9e05-0711dd9dd698.jpg,label,11
31,31,0878ef0a-dcbd-4a34-b7ab-69264b05cf09.jpg,label,11
32,32,089a07bb-0997-4a5c-ba2c-51ecad784e3f.jpg,label,11
33,33,08b2be52-da8c-447e-8122-5c75103fff5e.jpg,label,11
34,34,0941615a-2f2b-4186-bd02-47c139f163a4.jpg,label,11
35,35,099c47bd-771b-4b5a-bb1e-6ea14b19715a.jpg,label,11
36,36,09cc96ce-b2b1-455d-b88d-73b4f80e2b3e.jpg,label,11
37,37,0a955531-6de1-456f-a5f8-dc243ad59d74.jpg,label,11
38,38,0a9dc761-c32b-4f54-98a2-b20f9f195b5f.jpg,label,11
39,39,0aae38f7-9bc3-440b-b205-d4225a718b7b.jpg,label,11
40,40,0aaef996-11cd-4b82-817e-7b4f05d3ec74.jpg,label,11
41,41,0ad059fa-782a-4d6c-bc2e-6d997f17975d.jpg,label,11
42,42,0b116a0b-ecf8-40c3-9e8a-c27016fece5e.jpg,label,11
43,43,0b4cb700-841c-407d-9544-ac43ad9c0d7c.jpg,label,11
44,44,0c57af9c-cc2b-415d-bffd-8f1ba6bbe81c.jpg,label,11
45,45,0cbcd13a-c1dc-4a90-b8b5-7c0397800103.jpg,label,11
46,46,0ce057fc-d49a-4600-a289-170fe92c9538.jpg,label,11
